YEAR,MONTH,DAY,HOUR,TEMP,WS,WD,HUM,AP,SLP,VISIBILITY,GTEMP,ELEC
2023,2,13,10,6.6,1,20,62,1014.1,1019,3530,3.4,1.02
2023,2,13,11,7.4,1.8,50,57,1014.4,1019.3,3195,5.3,0.71
2023,2,13,12,8.2,1,70,53,1014,1018.9,3256,6.9,0.83
2023,2,13,13,8.8,1.4,50,50,1013.1,1018,3415,9.2,0.8
2023,2,13,14,8.8,3,290,51,1012.5,1017.4,2951,8.9,0.66
2023,2,13,15,8.8,2.1,360,49,1012.1,1017,3065,7.9,0.71
2023,2,13,16,9.4,1.7,320,47,1011.9,1016.7,2840,9.5,0.68
2023,2,13,17,8.5,2,320,53,1012.5,1017.4,2619,6.2,1
2023,2,13,18,7.6,3,290,57,1013,1017.9,2452,4.5,0.87
2023,2,13,19,6.2,2.1,320,61,1013.7,1018.6,2597,2.2,0.6
2023,2,13,20,5.4,2.3,320,63,1014,1018.9,2781,0.9,0.96
2023,2,13,21,4.7,2.3,320,66,1014.6,1019.5,2823,0.3,1.04
2023,2,13,22,3.8,1.9,320,68,1015,1020,1825,0.3,1
2023,2,13,23,2.9,1.2,290,71,1015.2,1020.2,1393,-0.3,1.12
2023,2,14,0,2.2,1.7,290,74,1015.2,1020.2,1210,0.1,1.01
2023,2,14,1,1.4,2.2,290,76,1015.4,1020.4,1117,0,1.09
2023,2,14,2,0.8,2.3,290,77,1015.9,1020.9,1085,0,1.13
2023,2,14,3,-0.1,1.8,270,80,1016,1021.1,1066,0,1.08
2023,2,14,4,-0.7,1.4,290,77,1016.1,1021.2,1173,-0.1,1.11
2023,2,14,5,-1,2.3,290,75,1016.7,1021.8,1344,-0.3,1
2023,2,14,6,-1.8,1.2,290,70,1017.1,1022.2,1648,-0.4,0.83
2023,2,14,7,-2.2,1.2,270,66,1017.6,1022.7,2007,-0.7,0.57
2023,2,14,8,-2.5,0.8,290,64,1018.4,1023.5,2237,-0.8,0.78
2023,2,14,9,-0.3,2,290,55,1018.7,1023.8,2379,-0.2,0.96
2023,2,14,10,1.3,2.2,290,49,1018.7,1023.7,2328,0.6,1.03
2023,2,14,11,2.4,2.6,290,44,1018.7,1023.7,2281,5.1,1
2023,2,14,12,3.6,2.6,250,42,1018.2,1023.2,2395,9.6,1.07
2023,2,14,13,4.8,2.2,250,40,1017.6,1022.6,2234,13,0.97
2023,2,14,14,5.2,2.2,250,39,1016.9,1021.9,2164,14.3,0.83
2023,2,14,15,5.3,3.4,250,37,1016.8,1021.8,2294,12.9,0.93
2023,2,14,16,5.4,3.5,250,39,1017.1,1022.1,2440,9.2,0.96
2023,2,14,17,4.7,3.1,250,43,1017.3,1022.3,2755,4.5,0.92
2023,2,14,18,2.9,2.8,250,48,1017.9,1022.9,2961,1.5,1.04
2023,2,14,19,1.2,1,250,52,1018.6,1023.6,3041,0.2,1.16
2023,2,14,20,1.3,2,290,49,1019,1024,3146,0,1
2023,2,14,21,0.7,1.5,320,49,1019.7,1024.8,3007,-0.1,1.07
2023,2,14,22,0.3,0.8,20,51,1020.3,1025.4,3098,-0.1,1.29
2023,2,14,23,1.1,1.3,70,54,1020.8,1025.9,4969,-0.2,0.96
2023,2,15,0,1,1.3,140,49,1021.1,1026.2,5000,-0.4,1.33
2023,2,15,1,0.6,2.2,90,47,1021,1026.1,5000,-0.5,1.03
2023,2,15,2,0.3,1.6,70,42,1021.4,1026.5,5000,-0.8,0.86
2023,2,15,3,0.2,1.7,70,40,1021.5,1026.6,5000,-0.9,1.07
2023,2,15,4,-0.1,1.5,70,41,1021.7,1026.8,5000,-1,1.02
2023,2,15,5,-0.7,1,50,47,1022.1,1027.2,5000,-1.1,1.06
2023,2,15,6,-0.8,1.6,50,52,1022.8,1027.9,4000,-1.4,0.76
2023,2,15,7,-0.7,2.2,70,54,1023.5,1028.6,5000,-1.6,0.54
2023,2,15,8,-0.6,1,20,54,1024.4,1029.5,5000,-1.2,0.69
2023,2,15,9,1.4,2.5,70,51,1024.6,1029.7,5000,-0.2,1.04
2023,2,15,10,2.9,2.5,70,47,1024.6,1029.6,5000,1,1.11
2023,2,15,11,4.7,3.4,90,43,1024.8,1029.8,5000,4.4,0.98
2023,2,15,12,6,2.7,90,42,1024.5,1029.5,5000,8.9,0.97
2023,2,15,13,6.5,2.3,90,39,1024,1029,5000,13.5,1.11
2023,2,15,14,7.5,2.7,180,40,1023.5,1028.4,4976,13.3,1.06
2023,2,15,15,7.2,2.3,140,40,1023.1,1028,4423,10.8,0.75
2023,2,15,16,6.8,2.2,140,40,1023.5,1028.5,4156,8.1,0.8
2023,2,15,17,7.1,1.3,110,39,1023.7,1028.7,3957,6.2,1.05
2023,2,15,18,6.1,1.1,200,42,1024,1029,3660,3.4,0.98
2023,2,15,19,3.2,1.7,250,57,1024.7,1029.7,3460,1,0.97
2023,2,15,20,2.4,1.4,250,62,1025.1,1030.1,2875,0.2,1.11
2023,2,15,21,1.6,0.7,250,66,1025.5,1030.6,2476,0.1,0.77
2023,2,15,22,0.7,0.7,250,71,1025.9,1031,2406,0.1,0.97
2023,2,15,23,0.4,0.4,0,72,1026.2,1031.3,2383,0,0.84
2023,2,16,0,0.8,1.6,140,70,1026.1,1031.2,2307,0,0.88
2023,2,16,1,1.4,1.9,140,68,1026.1,1031.2,2059,0,0.75
2023,2,16,2,1.4,1.5,160,77,1025.9,1031,1958,0,0.87
2023,2,16,3,1.3,1.7,140,77,1026,1031.1,1767,0,0.67
2023,2,16,4,1.1,1.3,110,80,1025.8,1030.9,1646,0,0.69
2023,2,16,5,1.3,1.8,110,79,1026,1031.1,1571,0.1,0.7
2023,2,16,6,1.4,1.4,200,79,1026,1031.1,1582,0,0.53
2023,2,16,7,1.7,1.3,230,77,1026.1,1031.2,1589,0.1,0.51
2023,2,16,8,1.9,2.4,200,77,1026.6,1031.7,1361,0.1,0.51
2023,2,16,9,2,2.1,200,78,1026.8,1031.9,1814,0.2,0.8
2023,2,16,10,2.5,3.2,230,71,1027.2,1032.3,2618,0.5,0.77
2023,2,16,11,2.6,2.6,270,70,1027.4,1032.5,2110,1.8,0.85
2023,2,16,12,3.3,2.9,250,67,1027,1032,2507,4.5,0.77
2023,2,16,13,3.5,2.2,250,64,1026.3,1031.3,3087,7.7,0.71
2023,2,16,14,4.3,3.7,270,60,1026,1031,3528,6.4,0.88
2023,2,16,15,4.3,3,250,58,1025.5,1030.5,3540,7,0.59
2023,2,16,16,4.8,3.2,250,55,1025.5,1030.5,4454,7.4,0.53
2023,2,16,17,4.2,3.6,270,53,1025.3,1030.3,4418,4.4,0.62
2023,2,16,18,2.5,3.1,250,59,1025.2,1030.2,3410,1.5,0.76
2023,2,16,19,1.7,2.5,270,65,1025.6,1030.7,3423,0.1,0.68
2023,2,16,20,0.4,1.7,250,71,1026,1031.1,2995,0.1,0.89
2023,2,16,21,-0.7,0.3,0,75,1025.6,1030.7,2769,-0.1,0.85
2023,2,16,22,-1.2,0.3,0,79,1025.7,1030.8,2842,-0.2,0.82
2023,2,16,23,-1.8,0.2,0,82,1025.2,1030.3,2361,-0.5,0.87
2023,2,17,0,-2.5,0.8,290,86,1024.9,1030,2163,-0.7,1.08
2023,2,17,1,-2.8,0.9,290,89,1025,1030.2,1579,-0.8,0.99
2023,2,17,2,-2.9,0.6,250,92,1025.2,1030.4,1392,-0.9,0.87
2023,2,17,3,-2.7,0.5,140,92,1025.3,1030.5,1742,-0.9,0.66
2023,2,17,4,-2.3,1.9,90,90,1025.1,1030.2,1619,-1,0.76
2023,2,17,5,-1.8,1.1,110,87,1025,1030.1,1450,-0.9,0.77
2023,2,17,6,-1.7,0.6,270,88,1024.7,1029.8,1354,-0.7,0.55
2023,2,17,7,-1.6,0.2,0,87,1025,1030.1,1458,-0.9,0.37
2023,2,17,8,-1.1,0.5,70,87,1024.7,1029.8,1240,-0.7,0.76
2023,2,17,9,0.5,0.2,0,82,1025.1,1030.2,1465,0,0.9
2023,2,17,10,3.1,1.9,110,70,1024.6,1029.6,1563,0.9,0.79
2023,2,17,11,4.9,1.8,160,59,1024.6,1029.6,1775,4.2,0.79
2023,2,17,12,6.1,2.1,160,52,1023.8,1028.8,2096,11,0.85
2023,2,17,13,7.9,1.4,140,40,1022.6,1027.5,2700,14.7,0.88
2023,2,17,14,8.3,1.2,290,42,1021.6,1026.5,2009,17,0.92
2023,2,17,15,9.1,0.9,270,37,1020.9,1025.8,1748,14.8,0.99
2023,2,17,16,9.7,1.9,180,37,1020.8,1025.7,1777,11.3,1.12
2023,2,17,17,8.3,2.6,230,47,1020.5,1025.4,1567,7.5,0.96
2023,2,17,18,6.5,1.7,250,53,1021,1026,1401,5.1,1.04
2023,2,17,19,4.9,0.7,270,59,1020.7,1025.7,1374,3.3,1.07
2023,2,17,20,4.4,1.4,290,65,1020.8,1025.8,426,2.3,1.19
2023,2,17,21,3.1,0.9,250,71,1020.6,1025.6,750,1,1.1
2023,2,17,22,2.2,0.9,270,76,1020.9,1025.9,524,0.2,1.36
2023,2,17,23,1.5,0.8,270,81,1021.1,1026.1,754,0.2,0.96
2023,2,18,0,2.2,0.7,290,80,1020.9,1025.9,762,0.7,1.2
2023,2,18,1,2.6,0.3,0,78,1020,1025,908,0.9,0.94
2023,2,18,2,2.8,0.6,270,77,1019.4,1024.4,893,1.1,0.89
2023,2,18,3,2.7,0.7,320,76,1018.5,1023.5,830,1.1,0.99
2023,2,18,4,3,0.7,290,74,1018,1023,911,1.2,0.76
2023,2,18,5,3.5,0.4,0,70,1018,1023,908,1.3,0.53
2023,2,18,6,3.6,0.2,0,68,1017.5,1022.5,965,1.4,0.41
2023,2,18,7,3.6,0.6,320,67,1017.3,1022.3,538,1.5,0.47
2023,2,18,8,3.9,0.3,0,63,1017.6,1022.6,950,1.6,0.48
2023,2,18,9,4.4,0.6,270,62,1017.8,1022.8,919,2.2,0.4
2023,2,18,10,5.6,0.3,0,56,1017.2,1022.2,1055,3.7,0.56
2023,2,18,11,6.9,1.4,90,45,1017.1,1022,1248,4.8,0.64
2023,2,18,12,7.9,1.2,110,42,1016.3,1021.2,1248,5.9,0.96
2023,2,18,13,8.7,1.4,250,40,1015.6,1020.5,1099,7.6,1.19
2023,2,18,14,9.1,0.5,270,36,1014.3,1019.2,1441,7.9,1.03
2023,2,18,15,9.1,0.2,0,37,1013.4,1018.3,1355,7.4,1.04
2023,2,18,16,9.1,1,160,33,1013,1017.9,1520,6.6,0.58
2023,2,18,17,8.4,1.2,200,40,1013.3,1018.2,1336,5.3,0.34
2023,2,18,18,7.6,1,270,52,1013.2,1018.1,822,4.7,0.23
2023,2,18,19,6.3,1.3,250,60,1013.1,1018,706,4.2,0.19
2023,2,18,20,5.9,1.1,230,63,1013,1017.9,668,3.9,0.25
2023,2,18,21,5.8,1,250,60,1012.7,1017.6,724,3.7,0.25
2023,2,18,22,5.3,1.4,230,59,1013.1,1018,744,3.4,0.77
2023,2,18,23,5,1.8,230,61,1012.9,1017.8,740,3.2,0.82
2023,2,19,0,4.9,2.6,230,59,1012.1,1017,777,2.9,0.55
2023,2,19,1,4.6,1.3,270,59,1012.1,1017,757,2.8,0.58
2023,2,19,2,4.3,1,200,62,1012.4,1017.3,685,2.6,0.37
2023,2,19,3,3.8,1.4,250,70,1012,1017,551,2.5,0.45
2023,2,19,4,3.4,1.3,230,70,1011.9,1016.9,657,2.2,0.62
2023,2,19,5,3.3,0.8,200,71,1011.9,1016.9,682,2.2,0.38
2023,2,19,6,3.3,2.1,250,73,1012.1,1017.1,593,2.1,0.43
2023,2,19,7,2.9,0.9,250,78,1012.2,1017.2,631,2.2,0.55
2023,2,19,8,2.3,1,230,96,1012.8,1017.8,233,2.4,0.49
2023,2,19,9,3.5,5.8,270,86,1013.2,1018.2,1261,3,0.53
2023,2,19,10,3.3,4.3,290,81,1014,1019,832,4,0.37
2023,2,19,11,4.4,4,270,69,1014.5,1019.5,826,8.8,0.19
2023,2,19,12,5,5.8,270,57,1014.8,1019.8,1831,13.2,0.22
2023,2,19,13,5.1,5.2,250,52,1014.9,1019.9,3438,15,0.19
2023,2,19,14,5.7,6.2,270,46,1014.5,1019.4,3939,14.5,0.21
2023,2,19,15,5.4,5,270,37,1014.6,1019.5,5000,13,0.41
2023,2,19,16,4.8,5,250,38,1014.9,1019.8,5000,9.7,0.5
2023,2,19,17,3.9,6,250,39,1015.2,1020.2,5000,4.4,0.46
2023,2,19,18,2.9,5.4,250,43,1016.2,1021.2,5000,1.8,0.47
2023,2,19,19,1.5,2.7,250,58,1017,1022,5000,0.3,0.74
2023,2,19,20,0.8,2.1,250,63,1018,1023,4969,0.3,0.81
2023,2,19,21,0.4,2.4,230,66,1018.5,1023.6,4345,0.1,0.71
2023,2,19,22,-0.5,1.4,230,72,1018.9,1024,3864,-0.1,0.64
2023,2,19,23,-1.1,0.7,270,67,1019.3,1024.4,4306,-0.5,0.64
2023,2,20,0,-1.7,0.6,230,75,1019.2,1024.3,3678,-0.6,0.55
2023,2,20,1,-1.1,0.9,200,76,1019.1,1024.2,3618,-0.8,0.18
2023,2,20,2,-1.6,0.7,320,76,1019.4,1024.5,3757,-0.9,0.60625
2023,2,20,3,-2.4,0,0,81,1019.3,1024.4,3552,-1.2,0.60625
2023,2,20,4,-2.7,1.1,140,83,1019,1024.1,3101,-1.3,0.60625
2023,2,20,5,-3.5,0.4,0,85,1019.1,1024.2,3076,-1.6,0.60625
2023,2,20,6,-3.8,0.6,230,88,1019.4,1024.5,2908,-1.8,0.60625
2023,2,20,7,-3.2,0.6,270,77,1019.8,1024.9,3741,-1.9,0.60625
2023,2,20,8,-0.8,1.8,290,47,1020.3,1025.4,5000,-1.7,0.60625
2023,2,20,9,1.2,3.2,290,44,1020.6,1025.7,5000,-0.6,0.60625
2023,2,20,10,2.4,4,270,31,1020.8,1025.8,4976,1.5,1.04
2023,2,20,11,2.2,4.7,270,26,1021.1,1026.1,4998,5.2,0.82
2023,2,20,12,2.6,5.3,290,30,1021.4,1026.4,4641,9.9,0.83
2023,2,20,13,2.7,4.6,270,33,1021.2,1026.2,4317,11.9,0.99
2023,2,20,14,2.5,5.4,270,29,1021.1,1026.1,5000,12.7,1.06
2023,2,20,15,2.5,5.2,290,26,1021.3,1026.3,5000,11.5,0.94
2023,2,20,16,2.3,3.8,270,35,1021.7,1026.7,5000,8.1,0.8
2023,2,20,17,1.5,5.2,270,29,1022.3,1027.4,5000,2.3,0.82
2023,2,20,18,0.3,4.1,270,33,1022.7,1027.8,5000,0.2,1.11
2023,2,20,19,-0.9,4.2,270,36,1023.5,1028.6,5000,-0.5,1.01
2023,2,20,20,-1.5,3.9,270,38,1024.2,1029.3,5000,-1.1,0.85
2023,2,20,21,-2.2,2.6,270,42,1025.1,1030.2,4988,-1.4,0.98
2023,2,20,22,-2.3,4.1,290,44,1025.9,1031,4567,-1.9,1.04
2023,2,20,23,-2.7,3.7,320,45,1026.9,1032.1,4550,-2.2,0.91
2023,2,21,0,-3.2,2.5,320,47,1027.3,1032.5,4601,-2.4,0.89
2023,2,21,1,-3.8,2.3,290,51,1027.7,1032.9,4590,-2.6,0.48
2023,2,21,2,-3.8,2.9,290,51,1028.1,1033.3,4453,-2.9,0.35
2023,2,21,3,-3.8,2.9,320,51,1028.7,1033.9,4494,-3,0.43
2023,2,21,4,-4.1,1.7,290,51,1028.8,1034,4195,-3.2,0.46
2023,2,21,5,-4.3,1.9,290,53,1028.7,1033.9,4230,-3.5,0.41
2023,2,21,6,-4.6,1.8,270,52,1029.2,1034.4,4169,-3.6,0.35
2023,2,21,7,-5.1,1.3,290,53,1029.4,1034.6,3981,-3.9,0.35
2023,2,21,8,-4.4,1.6,290,49,1030.5,1035.7,3478,-3.6,0.84
2023,2,21,9,-2.7,2.1,270,40,1031.2,1036.4,4699,-2,1.03
2023,2,21,10,-1.2,1.9,250,39,1031.4,1036.6,4661,3.2,0.91
2023,2,21,11,-0.1,1.8,320,33,1031.3,1036.4,4941,9.4,1.12
2023,2,21,12,1.3,1.5,230,30,1031,1036.1,4904,13.4,0.98
2023,2,21,13,1.8,2.2,230,29,1030,1035.1,4960,13.8,0.72
2023,2,21,14,2.9,1.9,160,23,1029.5,1034.6,5000,14.8,0.79
2023,2,21,15,3.9,1.4,290,22,1029,1034,5000,15.6,0.87
2023,2,21,16,3.4,3.6,270,32,1029.1,1034.1,3982,10.1,0.78
2023,2,21,17,2.3,2.7,250,39,1029.7,1034.8,3686,3.4,0.87
2023,2,21,18,0.3,2.4,250,47,1029.7,1034.8,4040,0.1,0.97
2023,2,21,19,-1.6,1.2,250,55,1029.9,1035.1,3936,-0.5,0.72
2023,2,21,20,-2.3,1.1,230,59,1029.5,1034.7,2434,-1,0.81
2023,2,21,21,-2.9,1.4,230,62,1029.9,1035.1,3145,-1.3,1.13
2023,2,21,22,-3.1,1.1,230,60,1030.2,1035.4,3240,-1.6,0.84
2023,2,21,23,-3.8,0.9,230,66,1030.5,1035.7,2958,-1.9,0.94
2023,2,22,0,-4.4,0.3,0,70,1030.4,1035.6,2889,-2.3,0.91
2023,2,22,1,-5,0.8,160,72,1030,1035.2,2515,-2.5,0.77
2023,2,22,2,-5.7,0.3,0,78,1029.8,1035,2396,-2.9,0.8
2023,2,22,3,-5.8,0,0,78,1029.6,1034.8,2407,-3.1,0.58
2023,2,22,4,-5.6,1.5,140,78,1029.5,1034.7,1953,-3.3,0.51
2023,2,22,5,-5.7,1,110,77,1029.2,1034.4,1935,-3.6,0.69
2023,2,22,6,-5.9,0.6,110,78,1028.6,1033.8,1848,-3.8,0.47
2023,2,22,7,-6,0.6,290,83,1028.4,1033.6,1531,-3.9,0.36
2023,2,22,8,-5.1,0.8,270,81,1028.3,1033.5,1590,-3.4,0.7
2023,2,22,9,-1.5,0.3,0,67,1028.4,1033.5,1758,-1.3,0.94
2023,2,22,10,1.3,0.7,140,48,1028.4,1033.5,1945,4.6,0.82
2023,2,22,11,3,2.3,140,39,1027.7,1032.7,2702,10,0.76
2023,2,22,12,4.6,1.6,180,28,1026.8,1031.8,3542,13.7,0.82
2023,2,22,13,5.9,2.2,230,29,1025.4,1030.4,3363,14.5,0.73
2023,2,22,14,6.9,2.5,230,25,1024.5,1029.5,3694,15.4,0.63
2023,2,22,15,7,3,250,31,1023.7,1028.7,3993,13.2,0.67
2023,2,22,16,6.7,2.8,250,35,1023,1028,3156,11.5,0.74
2023,2,22,17,4.8,3,290,43,1022.8,1027.8,2497,5.7,0.76
2023,2,22,18,2.7,2.1,290,56,1022.7,1027.7,2579,2.2,0.85
2023,2,22,19,1,1,230,64,1022.6,1027.7,3309,0.4,0.86
2023,2,22,20,0.3,0.1,0,70,1022.1,1027.2,3222,-0.2,0.65
2023,2,22,21,0.1,1.1,230,72,1022.3,1027.4,3187,0,0.87
2023,2,22,22,0.1,1.6,230,69,1022.2,1027.3,3210,-0.1,0.92
2023,2,22,23,-0.1,2,230,71,1022.3,1027.4,2882,-0.2,0.9
2023,2,23,0,-0.9,1.4,230,74,1022.2,1027.3,2837,-0.4,1
2023,2,23,1,-1.5,0.6,250,76,1022,1027.1,2822,-0.7,0.94
2023,2,23,2,-2.4,0.6,230,79,1021.8,1026.9,2928,-1.2,0.86
2023,2,23,3,-2.9,0.2,0,82,1021.5,1026.6,2654,-1.4,1
2023,2,23,4,-3.6,0.3,0,86,1021.3,1026.4,2376,-1.6,0.89
2023,2,23,5,-3.5,1.1,110,86,1021.5,1026.6,2142,-1.8,0.53
2023,2,23,6,-3.4,0.7,70,86,1021.4,1026.5,1897,-1.9,0.56
2023,2,23,7,-3.9,0.7,110,89,1021.5,1026.7,1992,-2.2,0.36
2023,2,23,8,-2.7,1.4,110,87,1021.8,1026.9,1658,-1.6,0.67
2023,2,23,9,-0.3,1.6,140,77,1021.9,1027,1881,-0.3,0.83
2023,2,23,10,1.9,1.7,230,68,1021.7,1026.7,2478,3.8,0.78
2023,2,23,11,3.7,1.9,290,61,1020.9,1025.9,2358,10.2,0.7
2023,2,23,12,5,2.7,320,53,1020.7,1025.7,2384,14.4,0.81
2023,2,23,13,7.2,1.4,180,47,1019.4,1024.3,2511,16.8,1.07
2023,2,23,14,7.9,3.1,250,43,1018.2,1023.1,2171,16.8,0.77
2023,2,23,15,8.3,2.7,270,44,1017.7,1022.6,1773,15.4,0.59
2023,2,23,16,7.3,3.5,270,49,1017.6,1022.5,2534,11.2,0.65
2023,2,23,17,6.3,3.2,270,45,1017.8,1022.7,2698,6.7,0.88
2023,2,23,18,4.7,2.9,270,44,1018.3,1023.3,3333,3.3,1.43
2023,2,23,19,3.3,1.1,250,65,1018.6,1023.6,2196,1,0.81
2023,2,23,20,2.2,1.1,230,73,1018.9,1023.9,1970,-0.2,0.84
2023,2,23,21,1.5,1.2,230,82,1018.9,1023.9,1736,0,0.67
2023,2,23,22,1.2,0.4,0,86,1018.8,1023.8,1548,-0.2,0.81
2023,2,23,23,0.7,0.6,270,87,1018.6,1023.7,1255,-0.2,0.79
2023,2,24,0,-0.3,1,290,89,1018.2,1023.3,1124,-0.4,0.83
2023,2,24,1,-0.8,0,0,92,1018,1023.1,1118,-0.5,0.89
2023,2,24,2,-1.2,0.7,320,94,1018.2,1023.3,892,-0.6,0.83
2023,2,24,3,-0.5,0.2,0,96,1017.9,1023,925,-0.2,0.79
2023,2,24,4,0.2,0.5,50,91,1018.1,1023.2,1135,0,0.86
2023,2,24,5,0.1,0.2,0,89,1018.2,1023.3,894,-0.3,0.92
2023,2,24,6,-0.5,1,250,91,1018.5,1023.6,820,-0.7,0.7
2023,2,24,7,-0.9,0.5,250,96,1018.9,1024,631,-1,0.33
2023,2,24,8,0.6,1.9,290,93,1019.6,1024.7,477,-0.6,0.61
2023,2,24,9,2.5,1.6,270,83,1020.1,1025.1,505,0.1,0.82
2023,2,24,10,4,3.5,290,70,1020.4,1025.4,628,4.4,0.88
2023,2,24,11,6,2.3,270,59,1020.7,1025.7,803,12.3,0.92
2023,2,24,12,7.3,3.5,340,36,1020.2,1025.1,2146,17,0.79
2023,2,24,13,8,4,320,32,1019.5,1024.4,2279,18.5,0.85
2023,2,24,14,8,5.8,290,25,1019.2,1024.1,4084,18.6,0.87
2023,2,24,15,7.8,4.8,270,36,1019.1,1024,2826,16.9,0.71
2023,2,24,16,6.9,3.8,270,37,1019.3,1024.2,3349,13.2,0.69
2023,2,24,17,5.4,5.1,270,37,1019.7,1024.7,4329,6.2,0.88
2023,2,24,18,4,4.4,270,38,1020.2,1025.2,5000,2.7,1.08
2023,2,24,19,2.6,4.1,270,54,1020.8,1025.8,5000,0.9,0.79
2023,2,24,20,1.5,2.7,250,57,1021.4,1026.4,4997,-0.5,0.8
2023,2,24,21,1.6,3.2,270,39,1022,1027.1,4990,-0.7,0.92
2023,2,24,22,1.1,3.8,290,42,1022.7,1027.8,4444,-0.9,0.69
2023,2,24,23,0,2.2,270,46,1023,1028.1,3929,-1.2,0.86
2023,2,25,0,-0.8,1.7,270,48,1023.2,1028.3,4041,-1.5,1
2023,2,25,1,-1.1,2.3,290,50,1023.7,1028.8,3954,-1.8,0.85
2023,2,25,2,-0.9,2,270,50,1024,1029.1,3833,-1.9,0.87
2023,2,25,3,-1.8,1.5,290,54,1024,1029.1,3730,-2.2,0.95
2023,2,25,4,-2.4,0.9,290,56,1024.3,1029.4,3552,-2.4,0.7
2023,2,25,5,-2.5,1.7,320,57,1024.5,1029.6,3358,-2.6,0.79
2023,2,25,6,-2.5,2.6,290,58,1025,1030.1,3280,-2.7,0.76
2023,2,25,7,-3.1,1,290,58,1025.7,1030.9,3181,-2.9,0.71
2023,2,25,8,-2.2,2.1,290,54,1026.7,1031.8,3475,-2.3,0.82
2023,2,25,9,-0.4,2.7,270,48,1027,1032.1,3814,-0.8,0.59
2023,2,25,10,0.8,3,290,43,1027.4,1032.5,3488,6.6,0.58
2023,2,25,11,2.3,2.2,270,40,1027.6,1032.7,3934,13.4,0.43
2023,2,25,12,3.2,3.2,270,35,1027.3,1032.3,3874,18.1,0.62
2023,2,25,13,4.2,2.2,290,33,1026.7,1031.7,3672,21.7,0.64
2023,2,25,14,4.6,3.4,290,30,1026.6,1031.6,3780,21.2,0.61
2023,2,25,15,5.2,3.6,270,29,1026.4,1031.4,4106,18.4,0.45
2023,2,25,16,5.4,4.1,270,30,1026.5,1031.5,4347,13.3,0.41
2023,2,25,17,4.7,3.4,290,24,1026.8,1031.8,4522,6.1,0.52
2023,2,25,18,3.5,3.7,290,25,1027.5,1032.5,4904,2.2,0.61
2023,2,25,19,1.9,2,290,33,1028.4,1033.5,4304,-0.5,0.3
2023,2,25,20,0.6,1.6,290,37,1029.1,1034.2,4501,-1,0.32
2023,2,25,21,0.6,2.6,320,36,1029.9,1035,4651,-1.3,0.32
2023,2,25,22,-0.4,2.2,320,39,1030.8,1035.9,4520,-1.5,0.54
2023,2,25,23,-1.1,1.2,290,43,1030.8,1035.9,4298,-1.7,0.63
2023,2,26,0,-1.8,1.5,290,46,1030.8,1036,4231,-2.1,0.52
2023,2,26,1,-2.4,0.7,320,46,1031.2,1036.4,4111,-2.5,0.53
2023,2,26,2,-2.2,2.2,290,48,1031.5,1036.7,4135,-2.5,0.65
2023,2,26,3,-3.3,1.2,290,52,1031.5,1036.7,3954,-2.8,0.64
2023,2,26,4,-3.5,0.3,0,51,1031.7,1036.9,4054,-3,0.5
2023,2,26,5,-4.3,0.3,0,56,1032,1037.2,3654,-3.3,0.6
2023,2,26,6,-4.8,0.6,230,60,1032.3,1037.5,3490,-3.4,0.47
2023,2,26,7,-4.7,1.1,110,61,1032.5,1037.7,3708,-3.6,0.44
2023,2,26,8,-3.6,0.8,110,63,1033,1038.2,3349,-2.9,0.77
2023,2,26,9,-0.3,1.6,140,48,1033.5,1038.6,3332,-0.8,0.75
2023,2,26,10,2.1,1.5,140,41,1033.6,1038.7,3561,8.5,0.54
2023,2,26,11,4,1.7,230,32,1033.3,1038.4,3816,15,0.52
2023,2,26,12,5.2,1.8,180,28,1032.7,1037.7,3994,19,0.48
2023,2,26,13,6.7,2.2,200,26,1031.8,1036.8,4141,21.8,0.69
2023,2,26,14,7.7,3.2,230,25,1030.8,1035.8,4065,23.2,0.47
2023,2,26,15,7.9,2.5,290,26,1030.3,1035.3,3219,21.6,0.42
2023,2,26,16,7.8,3.1,290,29,1030.3,1035.3,3657,16.7,0.28
2023,2,26,17,6.9,3.2,270,32,1030.6,1035.6,3623,8.4,0.25
2023,2,26,18,5.4,2.5,270,36,1030.9,1035.9,3741,4.1,0.52
2023,2,26,19,2.8,2.2,250,42,1031.4,1036.5,3854,1.2,0.81
2023,2,26,20,1.8,1.7,250,49,1031.8,1036.9,3560,-0.5,0.97
2023,2,26,21,0.9,1,270,56,1031.9,1037,3111,-1.1,0.65
2023,2,26,22,-0.2,0.4,0,68,1032.1,1037.2,2591,-1.2,0.57
2023,2,26,23,-0.8,0.8,250,70,1032,1037.1,2317,-1.4,0.48
2023,2,27,0,-1.6,0.8,230,75,1031.8,1037,1942,-1.6,0.46
2023,2,27,1,-2.1,1.2,90,74,1031.7,1036.9,2153,-1.8,0.49
2023,2,27,2,-2.4,0.8,90,74,1031.8,1037,2058,-2.1,0.4
2023,2,27,3,-3,0.7,90,78,1031.7,1036.9,1935,-2.3,0.38
2023,2,27,4,-3.6,0.6,90,83,1031.4,1036.6,1731,-2.5,0.32
2023,2,27,5,-4.1,0,0,83,1031.3,1036.5,1569,-2.7,0.51
2023,2,27,6,-4,1.2,320,88,1031.3,1036.5,1429,-2.9,0.39
2023,2,27,7,-4.3,0.6,290,90,1031.4,1036.6,1316,-3,0.38
2023,2,27,8,-2.9,0,0,90,1032.1,1037.3,1333,-2.2,0.55
